BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,Distance,PRICE_BY_SQFT,Borough,House_Type
"Brokered by Tom Marco Real Estate, Inc.",House for sale,595000,3,1.0,1316.0,1509 E 48th St,"Brooklyn, NY 11234","1509 E 48th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 48th Street,"1509 E 48th St, Brooklyn, NY 11234, USA",40.6239146,-73.9291226,7.378992574963162,452.1276595744681,Brooklyn,House
Brokered by Engel & Volkers Brownstone Brooklyn,Condo for sale,215000,1,1.0,625.0,195 Prince St Unit 1LL,"New York, NY 10012","195 Prince St Unit 1LLNew York, NY 10012",New York,New York County,New York,Manhattan,195,"195 Prince St #1r, New York, NY 10012, USA",40.7267732,-74.002538,3.5335792794384546,344.0,,Condo
Brokered by Sowae Corp,House for sale,314000,3,1.0,1572.0,850 E 39th St,"Brooklyn, NY 11210","850 E 39th StBrooklyn, NY 11210",United States,New York,Kings County,Brooklyn,East 39th Street,"850 E 39th St, Brooklyn, NY 11210, USA",40.6362368,-73.939679,6.524773757297123,199.74554707379136,Brooklyn,House
Brokered by Brown Harris Stevens,Condo for sale,395000,5,1.0,1000.0,110 E 71st St Unit Medical,"Manhattan, NY 10021","110 E 71st St Unit MedicalManhattan, NY 10021",United States,New York,New York County,New York,East 71st Street,"110 E 71st St, New York, NY 10021, USA",40.7700395,-73.9638872,3.1096924383194557,395.0,,Condo
Brokered by Prospes Real Estate Corp,Multi-family home for sale,600000,2,2.0,2184.207862,1406 Mac Donough Pl,"Bronx, NY 10465","1406 Mac Donough PlBronx, NY 10465",United States,New York,Bronx County,The Bronx,Mac Donough Place,"1406 Mac Donough Pl, Bronx, NY 10465, USA",40.8429545,-73.8249591,9.671585715161505,274.69913026070776,Bronx,Multi-family
Brokered by EXP Realty,Multi-family home for sale,790000,6,3.0,2520.0,78 Mountainview Ave,"Staten Island, NY 10314","78 Mountainview AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Mountainview Avenue,"78 Mountainview Ave, Staten Island, NY 10314, USA",40.6105856,-74.1268175,13.021824930395267,313.4920634920635,,Multi-family
Brokered by STROFFOLINO REALTY LLC,Co-op for sale,539000,2,2.0,1100.0,9425 Shore Rd Apt 4F,"Brooklyn, NY 11209","9425 Shore Rd Apt 4FBrooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,9425,"9425 Shore Rd #4f, Brooklyn, NY 11209, USA",40.6170731,-74.0383836,9.526447074875128,490.0,,Co-op
Brokered by Douglas Elliman - 3544 Johnson Ave,Co-op for sale,1295000,4,2.0,1995.0,2501 Palisade Ave Apt H2,"Bronx, NY 10463","2501 Palisade Ave Apt H2Bronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2501,"2501 Palisade Ave #2, Bronx, NY 10463, USA",40.8809873,-73.9224337,10.41175437405781,649.1228070175439,,Co-op
Brokered by Sowae Corp,House for sale,245000,3,1.0,2184.207862,2942 Lurting Ave,"Bronx, NY 10469","2942 Lurting AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Lurting Avenue,"2942 Lurting Ave, Bronx, NY 10469, USA",40.8690109,-73.8564445,10.413024408466454,112.16881152312233,,House
Brokered by Americas Real Estate Advisors,House for sale,400000,7,3.0,2385.0,340 E 234th St,"Bronx, NY 10470","340 E 234th StBronx, NY 10470",United States,New York,Bronx County,The Bronx,East 234th Street,"340 E 234th St, Bronx, NY 10470, USA",40.8969146,-73.8654984,12.055568964340601,167.71488469601678,,House
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,55000000,8,8.0,12000.0,25 Riverside Dr,"New York, NY 10023","25 Riverside DrNew York, NY 10023",United States,New York,New York County,New York,Riverside Drive,"25 Riverside Dr, New York, NY 10023, USA",40.782238,-73.9846322,4.405342147832687,4583.333333333333,,House
Brokered by Brown Harris Stevens,Co-op for sale,280000,1,1.0,1000.0,8015 6th Ave Apt A1,"Brooklyn, NY 11209","8015 6th Ave Apt A1Brooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,8015,"8015 6th Ave Apt A1, Brooklyn, NY 11209, USA",40.6241766,-74.0216837,8.636966191451055,280.0,Brooklyn,Co-op
Brokered by Top Choice Realty LLC,House for sale,899000,3,2.0,1440.0,40 Adelphi Ave,"Staten Island, NY 10309","40 Adelphi AveStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Adelphi Avenue,"40 Adelphi Ave, Staten Island, NY 10309, USA",40.5159004,-74.2314825,21.481140401562037,624.3055555555555,Staten Island,House
Brokered by AmeriHomes Realty,House for sale,1495000,4,2.3738608579684373,3000.0,31 4th Ct,"Staten Island, NY 10312","31 4th CtStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,4 Court,"31 4 Ct, Staten Island, NY 10312, USA",40.5247627,-74.1681035,18.745664182629103,498.3333333333333,,House
Brokered by Douglas Elliman - 187 Seventh Ave,House for sale,3950000,5,2.0,3528.0,591 4th St,"Brooklyn, NY 11215","591 4th StBrooklyn, NY 11215",United States,New York,Kings County,Brooklyn,4th Street,"591 4th St, Brooklyn, NY 11215, USA",40.6680619,-73.9748375,4.793659096107725,1119.6145124716554,Brooklyn,House
Brokered by Avenues - Headquarters,Condo for sale,325000,2,1.0,979.0,122 E 102nd St Apt 5B,"New York, NY 10029","122 E 102nd St Apt 5BNew York, NY 10029",New York,New York County,New York,Manhattan,122,"122 E 102nd St #5b, New York, NY 10029, USA",40.7897507,-73.9487257,4.146758003820496,331.97139938712974,,Condo
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Townhouse for sale,2695000,6,5.0,4720.0,327 Convent Ave,"New York, NY 10031","327 Convent AveNew York, NY 10031",United States,New York,New York County,New York,Convent Avenue,"327 Convent Ave, New York, NY 10031, USA",40.8235127,-73.9467514,6.447213142095214,570.9745762711865,,Townhouse
Brokered by Compass Realty Central Inc.,House for sale,694000,3,3.0,1360.0,364 Armstrong Ave,"Staten Island, NY 10308","364 Armstrong AveStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,Armstrong Avenue,"364 Armstrong Ave, Staten Island, NY 10308, USA",40.5423126,-74.1555672,17.398833066332443,510.29411764705884,Staten Island,House
Brokered by Douglas Elliman - 3544 Johnson Ave,House for sale,688888,4,2.0,2846.0,761 S Oak Dr,"Bronx, NY 10467","761 S Oak DrBronx, NY 10467",United States,New York,Bronx County,The Bronx,South Oak Drive,"761 S Oak Dr, Bronx, NY 10467, USA",40.8726182,-73.8651768,10.473927220024292,242.05481377371748,,House
Brokered by Sowae Corp,House for sale,400000,4,2.0,1980.0,781 Sheperd Ave,"Brooklyn, NY 11208","781 Sheperd AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Shepherd Avenue,"781 Shepherd Ave, Brooklyn, NY 11208, USA",40.665357,-73.8770867,5.441333255066615,202.02020202020202,Brooklyn,House
Brokered by Sowae Corp,Multi-family home for sale,346000,5,2.0,2184.207862,103-12 104th St,"Ozone Park, NY 11417","103-12 104th StOzone Park, NY 11417",United States,New York,Queens County,Queens,104th Street,"103-12 104th St, Jamaica, NY 11417, USA",40.6837891,-73.8381042,6.029182558497034,158.4098317836748,,Multi-family
Brokered by Sowae Corp,House for sale,265000,3,1.0,2184.207862,135-38 224th St,"Springfield Gardens, NY 11413","135-38 224th StSpringfield Gardens, NY 11413",United States,New York,Queens County,Queens,224th Street,"135-38 224th St, Jamaica, NY 11413, USA",40.67538,-73.7472571,10.560290181109254,121.32544919847925,,House
Brokered by Winzone Realty Inc,House for sale,319000,3,2.0,1224.0,57 Neutral Ave,"Staten Island, NY 10306","57 Neutral AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Neutral Avenue,"57 Neutral Ave, Staten Island, NY 10306, USA",40.5604695,-74.1018925,14.646728401384985,260.62091503267976,Staten Island,House
Brokered by Exp Realty,House for sale,1100000,9,4.0,3276.0,421 W 154th St,"New York, NY 10032","421 W 154th StNew York, NY 10032",United States,New York,New York County,New York,West 154th Street,"421 W 154th St, New York, NY 10032, USA",40.8307115,-73.9424229,6.926618891996578,335.77533577533575,,House
Brokered by Sowae Corp,Multi-family home for sale,309000,6,2.0,2184.207862,2918 Brookhaven Ave,"Far Rockaway, NY 11691","2918 Brookhaven AveFar Rockaway, NY 11691",United States,New York,Queens County,Queens,Brookhaven Avenue,"29-18 Brookhaven Ave, Far Rockaway, NY 11691, USA",40.5980695,-73.7632649,12.849375220423171,141.4700520842645,,Multi-family
Brokered by Keller Williams Realty Liberty,House for sale,650000,3,2.0,1522.0,237-14 93rd Rd,"Bellerose, NY 11426","237-14 93rd RdBellerose, NY 11426",United States,New York,Queens County,Queens,93rd Road,"237-14 93rd Rd, Jamaica, NY 11426, USA",40.723245,-73.7293286,10.793918609037968,427.0696452036794,,House
Brokered by Rise Realty,House for sale,799000,4,2.0,1975.0,604 Lamont Ave,"Staten Island, NY 10312","604 Lamont AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Lamont Avenue,"604 Lamont Ave, Staten Island, NY 10312, USA",40.5387812,-74.193378,18.94393348257127,404.55696202531647,Staten Island,House
Brokered by Berkshire Hathaway HomeServices New York Properties - Eastchester,Co-op for sale,259000,3,2.0,1089.0,7E Edgewater Park Unit E,"Bronx, NY 10465","7E Edgewater Park Unit EBronx, NY 10465",United States,New York,Bronx County,The Bronx,Edgewater Park,"7C Edgewater Park, Bronx, NY 10465, USA",40.8246371,-73.8072061,9.331898536360244,237.83287419651057,,Co-op
Brokered by DiTommaso Real Estate,House for sale,1195000,4,4.0,2704.0,52 Indale Ave,"Staten Island, NY 10309","52 Indale AveStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Indale Avenue,"52 Indale Ave, Staten Island, NY 10309, USA",40.5143019,-74.2044734,20.560379064446717,441.9378698224852,,House
Brokered by Serhant,Condo for sale,17500000,5,6.0,5499.0,37 Warren St Unit Phcd,"New York, NY 10007","37 Warren St Unit PhcdNew York, NY 10007",United States,New York,New York County,New York,Warren Street,"37 Warren St, New York, NY 10007, USA",40.7143354,-74.0087443,4.009839340338816,3182.396799418076,,Condo
Brokered by Salmon Realty Group,Condo for sale,189000,2,2.0,966.0,20 Cliff St Apt 6D,"Staten Island, NY 10305","20 Cliff St Apt 6DStaten Island, NY 10305",New York,Richmond County,Staten Island,Shore Acres,20,"20 Cliff St #6b, Staten Island, NY 10305, USA",40.6109595,-74.060351,10.551402348178916,195.65217391304347,Staten Island,Condo
Brokered by Midas Realty,Condo for sale,759000,3,2.0,1200.0,206-04 Emily Rd Unit 37M,"Bayside, NY 11360","206-04 Emily Rd Unit 37MBayside, NY 11360",New York,Queens County,Queens,Bayside,206-4,"206-4 Emily Rd #37, Bayside, NY 11360, USA",40.7881763,-73.7877051,8.685709043608087,632.5,,Condo
Brokered by ONLY NINE REALTY LLC,House for sale,275000,4,1.0,2184.207862,579 E 29th St,"Brooklyn, NY 11210","579 E 29th StBrooklyn, NY 11210",United States,New York,Kings County,Brooklyn,East 29th Street,"579 E 29th St, Brooklyn, NY 11210, USA",40.6366859,-73.9488175,6.528465059467234,125.90376803615771,Brooklyn,House
Brokered by COMPASS,Condo for sale,499000,1,1.0,630.0,157 E 72nd St Apt 8I,"Manhattan, NY 10021","157 E 72nd St Apt 8IManhattan, NY 10021",New York,New York County,New York,Manhattan,157,"157 E 72nd St #8i, New York, NY 10021, USA",40.7702318,-73.9610161,3.0519961026920264,792.063492063492,,Condo
Brokered by TREBACH REALTY INC,House for sale,1249000,3,2.3738608579684373,2184.207862,3021 Arlington Ave,"Bronx, NY 10463","3021 Arlington AveBronx, NY 10463",United States,New York,Bronx County,The Bronx,Arlington Avenue,"3021 Arlington Ave, Bronx, NY 10463, USA",40.8822913,-73.9137305,10.540492999422664,571.83202282604,,House
Brokered by Utopia Real Estate,Co-op for sale,69900,2,1.0,700.0,61 Edgewater Park Unit B,"Bronx, NY 10465","61 Edgewater Park Unit BBronx, NY 10465",United States,New York,Bronx County,The Bronx,Edgewater Park,"61 Edgewater Park, Bronx, NY 10465, USA",40.8224987,-73.8111568,9.080803391395492,99.85714285714286,,Co-op
Brokered by Rock Realty Inc,Multi-family home for sale,1150000,12,6.0,5508.0,32-40 48 St,"Astoria, NY 11103","32-40 48 StAstoria, NY 11103",United States,New York,Queens County,Queens,48th Street,"32-40 48th St, Long Island City, NY 11103, USA",40.755049,-73.9136386,2.032315320452613,208.78721859114015,,Multi-family
Brokered by Charles H. Greenthal Property,Co-op for sale,1399000,3,4.0,1993.0,269-10 Grand Central Pkwy Unit 21W,"Floral Park, NY 11005","269-10 Grand Central Pkwy Unit 21WFloral Park, NY 11005",New York,Queens County,Queens,Glen Oaks,26910,"26910 Grand Central Pkwy Apt 21n, Queens, NY 11005, USA",40.7566899,-73.72075,11.371955755962578,701.9568489714,,Co-op
Brokered by Douglas Elliman - Roslyn,Condo for sale,649000,3,2.0,1182.0,163-04 71st Ave Unit 122,"Fresh Meadows, NY 11365","163-04 71st Ave Unit 122Fresh Meadows, NY 11365",New York,Queens County,Queens,Fresh Meadows,163-4,"163-4 71st Ave #122, Fresh Meadows, NY 11365, USA",40.7302938,-73.8059248,6.770908818694838,549.0693739424704,,Condo
Brokered by WW Realty Group Inc,House for sale,499000,5,2.0,1760.0,2774 Marion Ave,"Bronx, NY 10458","2774 Marion AveBronx, NY 10458",United States,New York,Bronx County,The Bronx,Marion Avenue,"2774 Marion Ave, Bronx, NY 10458, USA",40.8663864,-73.8878945,9.702720908504858,283.52272727272725,,House
Brokered by Julia B. Fee Sotheby's International Realty,Multi-family home for sale,1050000,5,4.0,3132.0,2818 Miles Ave,"Bronx, NY 10465","2818 Miles AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Miles Avenue,"2818 Miles Ave, Bronx, NY 10465, USA",40.8176549,-73.8197053,8.52749511108469,335.2490421455939,,Multi-family
Brokered by COMPASS,Townhouse for sale,5000000,10,9.0,6425.0,137 W 80th St,"Manhattan, NY 10024","137 W 80th StManhattan, NY 10024",United States,New York,New York County,New York,West 80th Street,"137 W 80th St, New York, NY 10024, USA",40.7832598,-73.976047,4.218351935439851,778.2101167315175,,Townhouse
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,56000000,11,10.0,24000.0,9 W 54th St,"New York, NY 10019","9 W 54th StNew York, NY 10019",United States,New York,New York County,New York,West 54th Street,"9 W 54th St, New York, NY 10019, USA",40.7616,-73.9761913,3.0297914669034984,2333.3333333333335,,House
Brokered by Exp Realty,Townhouse for sale,650000,3,2.3738608579684373,1638.0,1544 Ohm Ave,"Bronx, NY 10465","1544 Ohm AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Ohm Avenue,"1544 Ohm Ave, Bronx, NY 10465, USA",40.8454501,-73.8209766,9.934400001534241,396.8253968253968,Bronx,Townhouse
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,500000,4,3.0,1794.0,251 W 89th St Apt 6E,"New York, NY 10024","251 W 89th St Apt 6ENew York, NY 10024",New York,New York County,New York,Manhattan,251,"251 W 89th St #6e, New York, NY 10024, USA",40.7905714,-73.9753392,4.644125983865167,278.70680044593087,,Condo
Brokered by Real Estate Property Group LLC,House for sale,350000,2,1.0,490.0,750 Patterson Ave,"Staten Island, NY 10306","750 Patterson AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Patterson Avenue,"750 Patterson Ave, Staten Island, NY 10306, USA",40.5731273,-74.089182,13.546851998873391,714.2857142857143,Staten Island,House
Brokered by Corcoran Park Slope,House for sale,1099000,4,2.0,2184.207862,204-34 9th Ave,"Queens, NY 11697","204-34 9th AveQueens, NY 11697",United States,New York,Queens County,Queens,9th Avenue,"204-34 9th Ave, Breezy Point, NY 11697, USA",40.5595612,-73.9147409,11.867232384219909,503.157240260863,,House
Brokered by RE MAX Boutique Realty,Co-op for sale,90000,1,1.0,450.0,1383 Plimpton Ave Apt 1C,"Bronx, NY 10452","1383 Plimpton Ave Apt 1CBronx, NY 10452",New York,Bronx County,The Bronx,Highbridge,1383,"1383 Plimpton Ave #1c, Bronx, NY 10452, USA",40.8423705,-73.9234444,7.7466157754679275,200.0,Manhattan,Co-op
Brokered by Laffey Real Estate,House for sale,839000,4,2.0,2184.207862,158-35 87th St,"Howard Beach, NY 11414","158-35 87th StHoward Beach, NY 11414",United States,New York,Queens County,Queens,87th Street,"158-35 87th St, Jamaica, NY 11414, USA",40.6590909,-73.8451972,6.831569721766291,384.12095048122296,,House
Brokered by CENTURY 21 PROFESSIONAL REALTY,House for sale,659000,8,3.0,2184.207862,148-05 111th Ave,"Jamaica, NY 11435","148-05 111th AveJamaica, NY 11435",United States,New York,Queens County,Queens,111th Avenue,"148-05 111th Ave, Jamaica, NY 11435, USA",40.688533,-73.796529,7.825212571495762,301.7112114030107,,House
Brokered by Anthony Napolitano Homes,House for sale,399999,3,1.0,2184.207862,178 Beach 24th St,"Far Rockaway, NY 11691","178 Beach 24th StFar Rockaway, NY 11691",United States,New York,Queens County,Queens,Beach 24th Street,"178 Beach 24th St, Far Rockaway, NY 11691, USA",40.5950021,-73.7577376,13.20390901288493,183.1322956752547,,House
Brokered by Homefinders of SI Inc.,Condo for sale,250000,3,1.0,2184.207862,3105 Avenue V Apt 1F,"Brooklyn, NY 11229","3105 Avenue V Apt 1FBrooklyn, NY 11229",New York,Kings County,Brooklyn,Sheepshead Bay,3105,"3105 Ave V #1f, Brooklyn, NY 11229, USA",40.5997081,-73.9344974,9.044632428287155,114.45797094196156,,Condo
Brokered by Epiphany Realty Llc,House for sale,650000,4,2.0,2244.0,115115 220th St,"Cambria Heights, NY 11411","115115 220th StCambria Heights, NY 11411",United States,New York,Queens County,Queens,220th Street,"115- 115 220th St, Cambria Heights, NY 11411, USA",40.6968706,-73.7390395,10.536595925688314,289.6613190730838,,House
Brokered by Re/Max Edge,House for sale,1165000,3,4.0,3500.0,67 Dexter Ave,"Staten Island, NY 10309","67 Dexter AveStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Dexter Avenue,"67 Dexter Ave, Staten Island, NY 10309, USA",40.5397292,-74.2155251,19.746426738264063,332.85714285714283,,House
"Brokered by Homes R Us Realty of NY, Inc.",House for sale,729900,3,2.0,1150.0,447 Vernon Ave,"Staten Island, NY 10309","447 Vernon AveStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Vernon Avenue,"447 Vernon Ave, Staten Island, NY 10309, USA",40.5302132,-74.1981906,19.540599183766137,634.695652173913,Staten Island,House
Brokered by Winzone Realty Inc,House for sale,1880000,3,4.0,3150.0,3758 Bayview Ave,"Brooklyn, NY 11224","3758 Bayview AveBrooklyn, NY 11224",United States,New York,Kings County,Brooklyn,Bayview Avenue,"3758 Bayview Ave, Brooklyn, NY 11224, USA",40.5805262,-74.0061062,11.015107528557142,596.8253968253969,,House
Brokered by Charles H. Greenthal Property,Co-op for sale,449000,2,2.0,1549.0,26910 Grand Central Pkwy Apt 22L,"Floral Park, NY 11005","26910 Grand Central Pkwy Apt 22LFloral Park, NY 11005",New York,Queens County,Queens,Glen Oaks,26910,"26910 Grand Central Pkwy #22l, Queens, NY 11005, USA",40.7577991,-73.7159564,11.631826788076257,289.864428663654,,Co-op
Brokered by Keller Williams City Views,House for sale,1175000,3,2.0,2250.0,251 Beach 140th St,"Rockaway Park, NY 11694","251 Beach 140th StRockaway Park, NY 11694",United States,New York,Queens County,Queens,B 140 Street,"251 B 140 St, Rockaway Park, NY 11694, USA",40.57372,-73.8577786,11.575757460057835,522.2222222222222,,House
